@relation activity_recognition_labeled

@attribute "UNIQUE_ID" numeric
@attribute "user" {"33" , "17", "29", "13" , "20" , "27" , "6" , "15" , "32" , "36"} 
@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "X5" numeric
@attribute "X6" numeric
@attribute "X7" numeric
@attribute "X8" numeric
@attribute "X9" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Y5" numeric
@attribute "Y6" numeric
@attribute "Y7" numeric
@attribute "Y8" numeric
@attribute "Y9" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "Z5" numeric
@attribute "Z6" numeric
@attribute "Z7" numeric
@attribute "Z8" numeric
@attribute "Z9" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "YPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "XABSOLDEV" numeric
@attribute "YABSOLDEV" numeric
@attribute "ZABSOLDEV" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing" }

@data
582,13,0.08,0.11,0.09,0.13,0.07,0.08,0.08,0.13,0.09,0.15,0.11,0.08,0.12,0.1,0.1,0.1,0.1,0.12,0.07,0.12,0.09,0.11,0.1,0.13,0.09,0.11,0.08,0.11,0.11,0.09,0,10.1,0.64,1783.33,809.09,2675,2.23,4.06,3.4,2.82,4.94,2.82,11.47,Walking
583,13,0.07,0.12,0.14,0.09,0.08,0.1,0.09,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.14,0.1,0.07,0.1,0.13,0.1,0.08,0.1,0,10.01,0.6,2125,716.67,3225,2.15,4.16,3.49,2.69,4.99,2.69,11.35,Walking
584,13,0.09,0.09,0.09,0.13,0.09,0.13,0.07,0.12,0.09,0.12,0.09,0.1,0.1,0.11,0.12,0.13,0.09,0.09,0.09,0.11,0.1,0.08,0.09,0.12,0.11,0.11,0.09,0.12,0.07,0.12,0,10.04,0.84,3275,730.77,1833.33,2.15,3.84,3.42,2.8,4.75,2.8,11.38,Walking
585,13,0.11,0.09,0.11,0.08,0.11,0.09,0.09,0.11,0.15,0.08,0.08,0.11,0.11,0.11,0.09,0.1,0.12,0.09,0.1,0.1,0.1,0.06,0.12,0.1,0.13,0.09,0.1,0.12,0.1,0.1,0,10.11,0.73,1783.33,781.82,2850,2.15,3.92,3.42,2.77,4.72,2.77,11.42,Walking
586,13,0.09,0.09,0.1,0.11,0.08,0.1,0.11,0.09,0.13,0.12,0.11,0.09,0.08,0.09,0.13,0.11,0.11,0.07,0.13,0.1,0.1,0.11,0.12,0.09,0.08,0.11,0.12,0.11,0.11,0.1,0,10.12,0.8,1625,833.33,2700,2.12,3.93,3.32,2.69,4.82,2.69,11.37,Walking
587,13,0.06,0.07,0.13,0.07,0.11,0.12,0.09,0.12,0.06,0.08,0.07,0.11,0.08,0.09,0.1,0.12,0.1,0.09,0.06,0.08,0.05,0.1,0.1,0.1,0.14,0.08,0.05,0.12,0.09,0.07,0,8.78,0.66,1025,740.91,2075,1.72,3.3,2.82,2.5,4.68,2.5,9.79,Walking
588,13,0.12,0.07,0.11,0.09,0.11,0.1,0.14,0.07,0.15,0.06,0.12,0.15,0.05,0.06,0.13,0.12,0.11,0.11,0.1,0,0.14,0.1,0.08,0.13,0.14,0.06,0.08,0.06,0.11,0.1,0,7.08,0.15,1050,409.09,1933.33,4.36,7.93,7.63,5.48,9.24,5.48,14.52,Jogging
589,13,0.12,0.09,0.08,0.08,0.09,0.14,0.17,0.1,0.07,0.09,0.09,0.13,0.07,0.08,0.13,0.1,0.11,0.09,0.13,0,0.1,0.06,0.16,0.08,0.08,0.16,0.08,0.07,0.08,0.16,0,7.87,1.28,1590,438.1,2350,4.11,7.68,7.35,5.25,9,5.25,14.45,Jogging
590,13,0.12,0.08,0.11,0.06,0.1,0.17,0.08,0.1,0.12,0.09,0.11,0.12,0.07,0.12,0.1,0.09,0.09,0.1,0.13,0,0.1,0.12,0.11,0.1,0.05,0.09,0.13,0.08,0.1,0.14,0,7.63,0.84,1300,386,1350,4.28,8.31,7.84,5.38,9.58,5.38,15.01,Jogging
591,13,0.12,0.09,0.09,0.13,0.06,0.11,0.15,0.1,0.08,0.1,0.07,0.09,0.06,0.15,0.14,0.08,0.11,0.1,0.11,0,0.07,0.13,0.12,0.07,0.06,0.1,0.11,0.11,0.13,0.13,0,8.24,1.57,1012.5,372,1450,4.23,7.66,7.55,5.21,8.93,5.21,14.73,Jogging
592,13,0.14,0.08,0.11,0.08,0.13,0.11,0.14,0.09,0.07,0.07,0.12,0.12,0.11,0.11,0.11,0.07,0.08,0.09,0.12,0,0.09,0.14,0.09,0.1,0.09,0.11,0.16,0.07,0.08,0.09,0,6.81,0.07,1725,472.5,2012.5,3.96,8.28,7.13,4.99,9.68,4.99,14,Jogging
593,13,0.14,0.08,0.08,0.06,0.13,0.15,0.11,0.09,0.11,0.07,0.16,0.12,0.09,0.04,0.1,0.09,0.12,0.07,0.14,0,0.16,0.12,0.1,0.08,0.12,0.08,0.08,0.09,0.06,0.13,0,6.76,-0.63,1475,413.04,1875,4.01,8.83,8.07,5.03,10.14,5.03,14.93,Jogging
594,13,0.14,0.11,0.04,0.09,0.05,0.17,0.12,0.05,0.2,0.05,0.11,0.16,0.06,0.08,0.13,0.06,0.1,0.1,0.13,0,0.09,0.13,0.09,0.13,0.08,0.1,0.14,0.06,0.08,0.13,0,7.06,0.8,1750,434.09,966.67,4.33,8.32,7.16,5.32,9.52,5.32,14.26,Jogging
595,13,0.12,0.1,0.12,0.07,0.16,0.13,0.09,0.06,0.09,0.08,0.12,0.1,0.09,0.11,0.12,0.06,0.11,0.11,0.11,0,0.1,0.14,0.08,0.09,0.13,0.08,0.1,0.1,0.1,0.11,0,7.27,0.48,2800,350,2550,4.01,8.19,7.31,5.12,9.44,5.12,14.28,Jogging
596,13,0.11,0.13,0.07,0.09,0.13,0.14,0.11,0.1,0.08,0.08,0.11,0.1,0.11,0.11,0.12,0.07,0.09,0.09,0.12,0,0.11,0.08,0.14,0.09,0.16,0.07,0.09,0.05,0.11,0.12,0,7.65,0.58,2725,410.87,1310,3.88,8.17,7.23,4.89,9.38,4.89,14.31,Jogging
597,13,0.07,0.11,0.09,0.09,0.14,0.07,0.13,0.07,0.1,0.15,0.12,0.08,0.11,0.12,0.08,0.09,0.09,0.14,0.07,0,0.11,0.11,0.1,0.08,0.08,0.08,0.09,0.16,0.13,0.07,0,7.62,0.92,1358.33,395.83,4525,4.35,8.15,7.35,5.46,9.3,5.46,14.58,Jogging
598,13,0.11,0.09,0.08,0.1,0.15,0.11,0.09,0.06,0.1,0.11,0.11,0.11,0.1,0.13,0.09,0.09,0.09,0.09,0.11,0,0.14,0.11,0.13,0.08,0.07,0.06,0.13,0.1,0.08,0.12,0,6.77,-0.1,1380,342.86,1930,4.54,8.28,8.04,5.77,9.66,5.77,14.78,Jogging
599,13,0.1,0.09,0.06,0.15,0.14,0.1,0.1,0.07,0.09,0.11,0.13,0.08,0.16,0.09,0.09,0.11,0.07,0.11,0.1,0,0.11,0.15,0.14,0.07,0.1,0.09,0.08,0.1,0.07,0.12,0,6.77,-0.41,2900,363.04,1450,4.24,8.19,7.64,5.39,9.6,5.39,14.32,Jogging
600,13,0.11,0.08,0.13,0.11,0.09,0.12,0.1,0.1,0.08,0.11,0.13,0.09,0.09,0.11,0.08,0.09,0.14,0.12,0.1,0,0.11,0.1,0.08,0.07,0.13,0.14,0.09,0.08,0.11,0.11,0,7.35,0.76,1500,436.36,557.14,4.16,8.33,7.02,5.21,9.54,5.21,14.48,Jogging
601,13,0.09,0.08,0.13,0.11,0.07,0.09,0.13,0.12,0.07,0.13,0.1,0.11,0.12,0.1,0.12,0.09,0.09,0.09,0.1,0,0.09,0.11,0.11,0.09,0.07,0.12,0.12,0.13,0.1,0.1,0,7.35,1.02,1650,341.07,2400,4.37,7.86,7.15,5.32,9.1,5.32,14.15,Jogging
602,13,0.08,0.13,0.08,0.12,0.08,0.11,0.09,0.11,0.08,0.14,0.11,0.1,0.12,0.06,0.13,0.08,0.08,0.11,0.08,0,0.13,0.08,0.13,0.08,0.08,0.14,0.08,0.11,0.1,0.1,0,7.32,0.27,2166.67,519.44,1510,4.45,8.37,7.62,5.41,9.78,5.41,14.83,Jogging
603,13,0.07,0.12,0.14,0.11,0.07,0.06,0.06,0.16,0.12,0.11,0.11,0.13,0.07,0.07,0.1,0.14,0.08,0.14,0.1,0,0.14,0.09,0.11,0.07,0.1,0.11,0.09,0.1,0.12,0.09,0,7.64,0.3,2366.67,434.09,3775,4.6,8.08,7.52,5.42,9.4,5.42,14.81,Jogging
604,13,0.13,0.13,0.1,0.13,0.07,0.08,0.08,0.1,0.08,0.12,0.06,0.09,0.13,0.12,0.11,0.11,0.08,0.08,0.1,0,0.07,0.09,0.09,0.12,0.11,0.12,0.1,0.11,0.07,0.14,0,8.24,1.56,1916.67,413.64,1362.5,4.59,7.67,6.62,5.47,8.79,5.47,14.18,Jogging
605,13,0.09,0.1,0.11,0.11,0.08,0.09,0.13,0.15,0.06,0.11,0.08,0.09,0.1,0.16,0.06,0.12,0.12,0.07,0.09,0,0.08,0.1,0.11,0.12,0.11,0.1,0.12,0.14,0.11,0.05,0,7.8,0.81,2166.67,402.17,1737.5,4.28,7.79,6.36,5.22,9.01,5.22,13.84,Jogging
606,13,0.08,0.1,0.13,0.11,0.12,0.06,0.09,0.08,0.07,0.19,0.09,0.08,0.08,0.19,0.1,0.07,0.12,0.11,0.07,0,0.1,0.08,0.08,0.09,0.06,0.1,0.13,0.17,0.13,0.08,0,7.69,1.46,1625,428.57,2950,4.81,7.71,6.84,5.94,8.85,5.94,14.46,Jogging
607,13,0.1,0.14,0.09,0.14,0.08,0.06,0.1,0.1,0.11,0.1,0.11,0.11,0.07,0.11,0.09,0.08,0.11,0.14,0.08,0,0.1,0.1,0.08,0.1,0.07,0.11,0.13,0.09,0.13,0.1,0,7.73,1.27,2866.67,464.29,1000,4.39,8.34,7.04,5.29,9.55,5.29,14.61,Jogging
608,13,0.11,0.11,0.12,0.14,0.13,0.05,0.08,0.08,0.16,0.06,0.11,0.08,0.15,0.08,0.11,0.14,0.09,0.09,0.1,0,0.1,0.13,0.09,0.11,0.12,0.09,0.13,0.07,0.11,0.09,0,7.07,0.31,1025,329.17,2583.33,4.32,7.37,6.97,5.15,8.76,5.15,13.77,Jogging
609,13,0.09,0.09,0.12,0.07,0.13,0.09,0.07,0.13,0.07,0.17,0.06,0.1,0.09,0.14,0.07,0.13,0.12,0.11,0.04,0,0.11,0.07,0.07,0.15,0.09,0.1,0.07,0.13,0.13,0.11,0,8.32,1.52,2516.67,390,1371.43,4.53,7.45,7.01,5.56,8.57,5.56,14.46,Jogging
610,13,0.07,0.11,0.1,0.14,0.09,0.08,0.1,0.14,0.1,0.1,0.09,0.1,0.15,0.1,0.13,0.06,0.1,0.09,0.08,0,0.1,0.1,0.1,0.1,0.11,0.17,0.04,0.09,0.12,0.09,0,7.5,0.62,2850,393.18,4575,4.09,7.86,6.9,4.98,9.02,4.98,13.71,Jogging
611,13,0.08,0.18,0.08,0.1,0.1,0.1,0.07,0.13,0.09,0.1,0.11,0.13,0.12,0.12,0.07,0.08,0.11,0.1,0.09,0,0.11,0.09,0.13,0.06,0.09,0.09,0.15,0.1,0.12,0.08,0,6.74,0.54,1650,419.05,810,4.34,8.17,7.03,5.27,9.29,5.27,13.87,Jogging
612,13,0.06,0.17,0.1,0.09,0.1,0.07,0.11,0.09,0.16,0.08,0.11,0.06,0.13,0.1,0.11,0.09,0.11,0.11,0.11,0,0.1,0.07,0.14,0.11,0.07,0.08,0.09,0.08,0.18,0.1,0,7.76,1.19,3025,419.57,3025,4.26,7.97,7.08,4.98,9.24,4.98,14.42,Jogging
613,13,0.13,0.06,0.16,0.12,0.02,0.04,0.08,0.15,0.14,0.13,0.11,0.12,0.08,0.1,0.08,0.13,0.04,0.13,0.1,0,0.11,0.1,0.07,0.13,0.08,0.12,0.08,0.14,0.08,0.12,0,7.48,0.95,1031.25,412.5,1212.5,4.92,8.26,7.1,5.6,9.61,5.6,14.68,Jogging
614,13,0.11,0.09,0.11,0.1,0.08,0.05,0.05,0.15,0.15,0.14,0.06,0.1,0.13,0.08,0.12,0.14,0.1,0.06,0.06,0,0.07,0.1,0.06,0.09,0.14,0.1,0.14,0.16,0.1,0.08,0,8.29,1.79,1137.5,455,1400,4.99,7.36,6.09,5.89,8.55,5.89,14.17,Jogging
615,13,0.08,0.1,0.12,0.1,0.11,0.06,0.11,0.15,0.11,0.07,0.11,0.06,0.16,0.09,0.08,0.1,0.19,0.08,0.07,0,0.07,0.1,0.11,0.13,0.14,0.11,0.07,0.14,0.08,0.07,0,7.36,0.69,1550,405.26,3200,4.17,7.55,6.2,5.03,8.73,5.03,13.35,Jogging
616,13,0.01,0.01,0.02,0.06,0.09,0.16,0.06,0.03,0.01,0.01,0,0.01,0.01,0.01,0.04,0.24,0.1,0.03,0.02,0,0,0,0.03,0.18,0.14,0.04,0.02,0.03,0.01,0.01,0,4.56,0.24,200,650,800,0.81,2.74,1.21,2.61,6.94,2.61,5.03,Jogging
617,13,0.15,0.07,0.07,0.06,0.07,0.07,0.1,0.07,0.12,0.24,0.14,0.09,0.1,0.1,0.09,0.11,0.06,0.08,0.07,0.17,0.16,0.1,0.09,0.07,0.05,0.07,0.12,0.1,0.15,0.11,0,9.52,1.69,2833.33,1041.67,3025,2.14,4.02,2.14,2.83,5.06,2.83,10.74,Upstairs
618,13,0.12,0.11,0.12,0.1,0.09,0.11,0.09,0.1,0.12,0.07,0.13,0.08,0.13,0.1,0.11,0.04,0.08,0.1,0.14,0.12,0.1,0.13,0.12,0.07,0.1,0.09,0.14,0.09,0.08,0.1,0,9.59,1.6,625,3016.67,2983.33,1.64,3.71,1.68,2.09,4.37,2.09,10.34,Upstairs
619,13,0.14,0.09,0.08,0.11,0.09,0.12,0.14,0.11,0.07,0.07,0.11,0.11,0.11,0.1,0.07,0.09,0.1,0.12,0.1,0.11,0.07,0.1,0.08,0.1,0.11,0.09,0.16,0.11,0.1,0.09,0,9.48,1.74,1000,1725,1860,1.61,3.61,1.52,2.1,4.34,2.1,10.18,Upstairs
620,13,0.06,0.13,0.1,0.12,0.14,0.13,0.11,0.08,0.06,0.09,0.07,0.11,0.06,0.11,0.13,0.11,0.13,0.15,0.09,0.06,0.1,0.07,0.11,0.11,0.16,0.1,0.1,0.09,0.09,0.1,0,9.68,1.65,1100,1275,3625,1.53,2.98,1.55,1.92,3.69,1.92,10.28,Upstairs
621,13,0.05,0.1,0.12,0.12,0.11,0.12,0.09,0.11,0.12,0.08,0.08,0.12,0.09,0.1,0.13,0.11,0.11,0.1,0.09,0.11,0.09,0.14,0.13,0.1,0.11,0.12,0.04,0.09,0.12,0.08,0,9.68,1.52,3850,2075,2475,1.44,3.17,1.67,1.85,3.91,1.85,10.3,Upstairs
622,13,0.08,0.12,0.08,0.12,0.14,0.1,0.08,0.13,0.12,0.06,0.09,0.1,0.1,0.11,0.09,0.11,0.14,0.11,0.12,0.06,0.09,0.07,0.11,0.13,0.11,0.11,0.09,0.11,0.08,0.12,0,9.55,1.71,1566.67,1358.33,2500,1.42,3.19,1.7,1.84,3.9,1.84,10.24,Upstairs
623,13,0.02,0.01,0.01,0.01,0,0.01,0,0.01,0.04,0.03,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0.02,0.02,0.03,0.03,0,1.13,0.36,166.67,325,233.33,0.23,1,0.32,2.43,9.38,2.43,1.24,Upstairs
624,13,0.11,0.09,0.07,0.08,0.08,0.15,0.13,0.09,0.12,0.11,0.13,0.09,0.1,0.09,0.09,0.06,0.11,0.13,0.1,0.11,0.11,0.07,0.09,0.09,0.06,0.11,0.15,0.1,0.12,0.11,0,9.51,1.86,3325,679.17,2075,2.38,3.14,1.83,3.1,4,3.1,10.36,Downstairs
625,13,0.09,0.12,0.13,0.11,0.1,0.1,0.09,0.1,0.12,0.08,0.11,0.12,0.12,0.1,0.12,0.06,0.08,0.06,0.12,0.13,0.08,0.09,0.11,0.09,0.1,0.12,0.07,0.13,0.12,0.1,0,9.49,1.76,2375,1937.5,2925,2.53,3.11,1.88,3.28,3.82,3.28,10.4,Downstairs
626,13,0.18,0.13,0.07,0.12,0.08,0.08,0.08,0.12,0.09,0.08,0.14,0.11,0.07,0.11,0.09,0.1,0.08,0.12,0.08,0.13,0.13,0.06,0.14,0.08,0.11,0.12,0.1,0.07,0.07,0.14,0,9.41,1.56,2950,1042.86,1625,2.89,3.07,2.02,3.68,3.89,3.68,10.44,Downstairs
627,13,0.1,0.12,0.12,0.14,0.12,0.08,0.08,0.1,0.08,0.09,0.08,0.11,0.11,0.08,0.11,0.13,0.09,0.1,0.11,0.09,0.11,0.16,0.11,0.13,0.13,0.05,0.08,0.1,0.06,0.09,0,9.51,1.25,2275,1987.5,475,2.6,2.75,1.83,3.26,3.57,3.26,10.37,Downstairs
628,13,0.06,0.08,0.11,0.08,0.13,0.1,0.13,0.11,0.14,0.09,0.06,0.06,0.11,0.11,0.16,0.14,0.14,0.1,0.1,0.06,0.06,0.09,0.12,0.06,0.14,0.13,0.13,0.11,0.11,0.07,0,9.57,1.72,4050,550,2700,2.1,2.11,1.56,2.71,2.82,2.71,10.3,Downstairs
629,13,0.07,0.08,0.1,0.11,0.13,0.08,0.13,0.09,0.1,0.13,0.07,0.12,0.12,0.11,0.07,0.13,0.12,0.1,0.09,0.1,0.09,0.08,0.11,0.11,0.1,0.1,0.1,0.11,0.13,0.1,0,9.62,1.72,4075,1440,2983.33,2.22,2.69,1.83,2.81,3.47,2.81,10.38,Downstairs
630,13,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.05,0.03,0.09,0.05,0.05,0.05,0.03,0.03,0.03,0.04,0.05,0.06,0.03,0.08,0.05,0.03,0.05,0.03,0.04,0.04,0.02,0.04,0.06,0,3.83,0.59,266.67,616.67,975,1.18,2.29,0.94,3.98,6.59,3.98,4.33,Downstairs
631,13,0.12,0.12,0.1,0.09,0.09,0.05,0.1,0.07,0.08,0.18,0.17,0.12,0.13,0.06,0.05,0.05,0.04,0.07,0.12,0.21,0.1,0.1,0.12,0.08,0.11,0.1,0.12,0.11,0.09,0.09,0,9.32,1.76,775,2137.5,2625,1.66,3.44,1.74,2.04,4.24,2.04,10.09,Upstairs
632,13,0.14,0.1,0.08,0.11,0.1,0.1,0.1,0.14,0.08,0.08,0.13,0.1,0.11,0.1,0.08,0.08,0.12,0.08,0.11,0.11,0.11,0.12,0.09,0.1,0.1,0.08,0.08,0.13,0.08,0.14,0,9.27,2,2250,3025,1487.5,1.53,2.43,1.91,1.89,3.14,1.89,10.09,Upstairs
633,13,0.12,0.08,0.16,0.09,0.1,0.09,0.08,0.1,0.1,0.1,0.08,0.1,0.12,0.08,0.11,0.11,0.09,0.1,0.12,0.1,0.1,0.1,0.14,0.11,0.08,0.1,0.1,0.1,0.08,0.12,0,9.53,1.81,2350,3775,1466.67,1.54,2.17,1.73,1.94,2.89,1.94,10.19,Upstairs
634,13,0.09,0.12,0.12,0.08,0.09,0.14,0.08,0.08,0.15,0.08,0.1,0.11,0.08,0.14,0.07,0.07,0.14,0.11,0.11,0.08,0.08,0.11,0.08,0.13,0.11,0.08,0.13,0.09,0.09,0.11,0,9.26,2.1,3150,2275,1966.67,1.45,2.29,1.9,1.82,3.01,1.82,10.08,Upstairs
635,13,0.08,0.12,0.07,0.1,0.11,0.12,0.1,0.13,0.09,0.1,0.08,0.11,0.07,0.09,0.11,0.13,0.11,0.11,0.13,0.09,0.12,0.13,0.1,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0,9.42,1.78,2233.33,2150,3100,1.42,2.12,1.75,1.75,2.84,1.75,10.1,Upstairs
636,13,0.05,0.1,0.09,0.12,0.1,0.12,0.12,0.1,0.12,0.11,0.05,0.08,0.14,0.13,0.09,0.17,0.1,0.11,0.1,0.05,0.11,0.11,0.08,0.12,0.09,0.12,0.08,0.09,0.14,0.06,0,9.48,1.93,1600,1650,1700,1.27,1.72,1.76,1.53,2.4,1.53,10.12,Upstairs
637,13,0.09,0.09,0.08,0.11,0.12,0.13,0.06,0.13,0.1,0.11,0.11,0.1,0.07,0.14,0.11,0.11,0.11,0.11,0.08,0.09,0.08,0.08,0.07,0.08,0.12,0.13,0.11,0.11,0.13,0.12,0,9.18,2.24,2566.67,1525,1540,1.37,2.15,1.83,1.73,2.9,1.73,10.01,Upstairs
638,13,0.09,0.1,0.08,0.1,0.09,0.15,0.09,0.15,0.09,0.08,0.1,0.1,0.08,0.08,0.13,0.14,0.11,0.1,0.09,0.08,0.09,0.08,0.09,0.14,0.11,0.09,0.11,0.11,0.12,0.09,0,9.32,2,3575,2850,1475,1.41,2.11,1.7,1.76,2.88,1.76,10.02,Upstairs
639,13,0.03,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.01,0.02,0.01,0.02,0.03,0.01,0.03,0.02,0.03,0.03,0.01,0.01,0.01,0.02,0.01,0,0.02,0,1.47,0.16,350,400,625,0.27,1.26,0.22,2.46,9.16,2.46,1.56,Upstairs
640,13,0.11,0.06,0.12,0.09,0.08,0.08,0.1,0.15,0.13,0,0.1,0.08,0.09,0.09,0.08,0.14,0.14,0.11,0.1,0,0.09,0.09,0.11,0.12,0.07,0.16,0.1,0.09,0.09,0,0,9.62,2.19,2475,1483.33,2000,1.45,1.87,1.5,1.82,2.48,1.82,10.19,Downstairs
641,13,0.07,0.11,0.1,0.13,0.1,0.12,0.12,0.08,0.08,0,0.11,0.09,0.07,0.11,0.1,0.14,0.08,0.11,0.11,0,0.12,0.07,0.12,0.13,0.09,0.08,0.13,0.09,0.1,0,0,9.63,1.97,1583.33,1537.5,2475,1.26,2.15,1.6,1.64,2.97,1.64,10.17,Downstairs
642,13,0.09,0.11,0.1,0.06,0.09,0.1,0.09,0.15,0.14,0,0.1,0.08,0.12,0.15,0.1,0.09,0.08,0.1,0.1,0,0.1,0.11,0.11,0.08,0.13,0.09,0.12,0.11,0.07,0,0,9.53,2.17,1516.67,2516.67,1616.67,1.39,2.03,1.56,1.69,2.69,1.69,10.1,Downstairs
643,13,0.12,0.09,0.08,0.1,0.1,0.12,0.11,0.07,0.12,0,0.07,0.11,0.12,0.11,0.1,0.1,0.12,0.11,0.11,0,0.11,0.1,0.09,0.09,0.12,0.12,0.07,0.13,0.11,0,0,9.57,2.12,650,2112.5,3925,1.35,1.85,1.52,1.68,2.5,1.68,10.13,Downstairs
644,13,0.1,0.11,0.1,0.14,0.1,0.1,0.1,0.08,0.1,0,0.1,0.09,0.1,0.1,0.12,0.13,0.09,0.12,0.09,0,0.09,0.13,0.09,0.1,0.11,0.1,0.1,0.12,0.1,0,0,9.56,2.02,1000,850,3450,1.27,1.98,1.55,1.62,2.75,1.62,10.1,Downstairs
645,13,0.09,0.1,0.1,0.1,0.11,0.15,0.08,0.1,0.11,0,0.07,0.11,0.12,0.13,0.12,0.09,0.1,0.07,0.09,0,0.1,0.09,0.08,0.14,0.08,0.1,0.08,0.12,0.12,0,0,9.63,2.14,3000,1533.33,1975,1.25,2.03,1.69,1.59,2.74,1.59,10.22,Downstairs
646,13,0.12,0.11,0.09,0.14,0.11,0.1,0.07,0.08,0.09,0,0.12,0.12,0.09,0.08,0.08,0.1,0.11,0.1,0.11,0,0.1,0.12,0.1,0.09,0.08,0.09,0.1,0.12,0.12,0,0,9.55,2.23,600,2025,1200,1.37,2.19,1.68,1.83,2.91,1.83,10.17,Downstairs
647,13,0.05,0.06,0.05,0.02,0.01,0.05,0.03,0.06,0.01,0,0.08,0.05,0.05,0.02,0.03,0.02,0.03,0.02,0.05,0,0.05,0.04,0.04,0.04,0.06,0.02,0.03,0.03,0.05,0,0,3.75,1.01,1675,487.5,916.67,0.7,2.29,1,2.24,6.85,2.24,4.14,Downstairs
648,13,0.11,0.12,0.08,0.11,0.09,0.12,0.04,0.12,0.13,0.09,0.12,0.07,0.11,0.1,0.09,0.09,0.1,0.09,0.11,0.13,0.11,0.11,0.14,0.09,0.12,0.1,0.1,0.1,0.07,0.08,0,9.61,1.73,2975,1825,2000,1.08,2.3,1.65,1.41,3.17,1.41,10.16,Upstairs
649,13,0.11,0.13,0.11,0.08,0.1,0.09,0.12,0.1,0.08,0.1,0.12,0.09,0.11,0.09,0.1,0.08,0.1,0.08,0.13,0.13,0.08,0.1,0.11,0.1,0.11,0.08,0.14,0.1,0.09,0.1,0,9.4,2,2433.33,2116.67,2825,1.07,2.29,1.79,1.44,3.03,1.44,10.12,Upstairs
650,13,0.11,0.1,0.15,0.08,0.1,0.12,0.06,0.12,0.11,0.08,0.1,0.1,0.08,0.12,0.13,0.09,0.09,0.1,0.08,0.12,0.09,0.12,0.11,0.13,0.09,0.09,0.1,0.1,0.08,0.11,0,9.43,1.91,3975,983.33,4400,1.09,2.02,1.76,1.42,2.77,1.42,10.06,Upstairs
651,13,0.08,0.1,0.11,0.15,0.13,0.14,0.06,0.1,0.07,0.09,0.1,0.1,0.11,0.11,0.1,0.08,0.14,0.09,0.11,0.09,0.1,0.09,0.07,0.11,0.1,0.15,0.11,0.09,0.1,0.11,0,9.4,2.08,4450,2066.67,1550,0.99,1.98,1.72,1.26,2.66,1.26,10.05,Upstairs
652,13,0.09,0.1,0.08,0.13,0.1,0.11,0.13,0.1,0.12,0.07,0.09,0.09,0.09,0.11,0.09,0.15,0.08,0.08,0.14,0.09,0.1,0.08,0.12,0.11,0.07,0.12,0.09,0.13,0.11,0.09,0,9.5,2.04,1775,1550,2375,0.92,1.92,1.84,1.23,2.65,1.23,10.17,Upstairs
653,13,0.13,0.07,0.11,0.13,0.1,0.1,0.13,0.08,0.08,0.1,0.09,0.11,0.1,0.11,0.13,0.11,0.09,0.14,0.07,0.07,0.07,0.1,0.09,0.12,0.09,0.1,0.08,0.13,0.11,0.14,0,9.22,2.31,2975,942.86,2550,1.06,1.84,1.87,1.44,2.49,1.44,10.01,Upstairs
654,13,0.1,0.1,0.09,0.06,0.08,0.12,0.11,0.11,0.12,0.14,0.07,0.11,0.13,0.08,0.11,0.09,0.18,0.1,0.09,0.07,0.11,0.13,0.13,0.06,0.07,0.1,0.1,0.07,0.14,0.11,0,9.41,2.01,1325,2416.67,2783.33,1.03,1.77,1.94,1.39,2.39,1.39,10.08,Upstairs
655,13,0.09,0.11,0.11,0.08,0.07,0.1,0.11,0.09,0.13,0.12,0.09,0.12,0.08,0.07,0.09,0.1,0.12,0.1,0.13,0.12,0.09,0.09,0.1,0.1,0.1,0.16,0.08,0.1,0.1,0.1,0,9.48,1.97,250,1600,2566.67,1.19,2.24,1.73,1.83,3.02,1.83,10.23,Upstairs
656,13,0.05,0.03,0.04,0.02,0.03,0.05,0.03,0.05,0.05,0.13,0.08,0.06,0.05,0.03,0.05,0.03,0.04,0.05,0.06,0.04,0.08,0.05,0.02,0.05,0.04,0.06,0.04,0.06,0.06,0.04,0,3.89,0.63,150,966.67,800,0.95,2.48,1.17,3.23,5.94,3.23,4.69,Upstairs
